Aba
Abádszalók
Abaliget
Abapuszta 
Abasár
Abasár
Abaújalpár
Abaújdevecser 
Abaújkér
Abaújlak
Abaújszántó
Abaújszolnok
Abaújvár
Abda
Abod
Abony
Abony
Ábrahámhegy
Ács
Ács
Acsa
Acsád
Acsalag
Acsaújlak 
Ácsteszér
Adács
Ádánd
Adásztevel
Adásztevel Újtelep
Adony
Adorjánháza
Adorjánpuszta
Adorjánpuszta
Adorjánújtelep
Adorjás
Adriántelep
Adyliget 
Ág
Agárd
Agarév 
Ágasegyháza
Ágfalva
Aggtelek
Ágostonpuszta
Agostyán 
Agostyán 
Agyagosszergény
Ajak
Ajka
Ajkarendek
Ajtósfalva 
Aka
Akadémiaújtelep 
Akalacspuszta
Akarattya 
Akasztó
Akasztóhalom 
Akli 
Aknatelep 
Alacska
Alag 
Alap
Alatka 
Alattyán
Albert Kázmér-puszta
Albertakna 
Albertfalva 
Alberti 
Albertirsa
Albertirsa
Albertirsa
Alcsisziget 
Alcsút 
Alcsútdoboz
Aldebrő
Algyő
Algyő
Alibánfa
Állampuszta
Almamellék
Almásfüzitő
Almásháza
Almáskamarás
Almáskeresztúr
Almáspuszta 
Almáspuszta 
Álmosd
Álmosd
Alpár 
Alsóbélatelep 
Alsóberecki
Alsóberkifalu 
Alsóbogát
Alsóborsfa 
Alsóbű 
Alsócsinger 
Alsócsöde 
Alsódaburbokor 
Alsódobsza
Alsódobsza
Alsóegerszeg 
Alsóerek 
Alsófarkasi
Alsógagy
Alsógalambos 
Alsógalla 
Alsógöd 
Alsógörzsöny 
Alsógyükés 
Alsóhahót 
Alsóhangony 
Alsóhetény 
Alsok 
Alsókanda
Alsókázsmárk 
Alsókotormány 
Alsókölked
Alsóleperd
Alsómándpuszta
Alsómégy
Alsómégy
Alsómocsolád
Alsómocsolád
Alsómonostor
Alsómóricgát
Alsónána
Alsónémedi
Alsónemesapáti
Alsónyék
Alsóörs
Alsópáhok
Alsópázsit 
Alsópélpuszta
Alsópetény
Alsórajk
Alsóregmec
Alsórönök 
Alsóság 
Alsósegesd 
Alsósóskút 
Alsószállás 
Alsószállások 
Alsószalmavár
Alsószéktó 
Alsószeleste 
Alsószemenye 
Alsószenterzsébet
Alsószentiván
Alsószentmárton
Alsószer 
Alsószölnök
Alsószölnöki tanyák
Alsószuha
Alsótanyairész 
Alsótanyák 
Alsótapazd
Alsótekeres
Alsótelekes
Alsótelep 
Alsótelep 
Alsótengelic 
Alsótold
Alsótöbörzsök 
Alsóújlak
Alsóújlak
Alsóvadász
Alsóváros 
Alsóváros 
Alsóváros 
Alsóváros 
Alsózsolca
Alsózsolca
Alszegszer 
Altáróbányatelep 
Amáliaakna 
Ambrózfalva
Anarcs
Andocs
Andorháza
Andornak
Andornaktálya
Andrásbányavölgy 
Andrásfa
Andráshida 
Andráspuszta
Andrássytelep 
Andrástanya 
Angyalföld 
Annabánya 
Annavölgyibánya
Antalbokor 
Antalfalu
Antalhegy 
Antalmajor
Antalszállás
Apácatorna
Apagy
Apaj
Aparhant
Apátfa 
Apátfalva
Apátfalva
Apátipuszta
Apátipuszta
Apátistvánfalva
Apátszállás 
Apátvarasd
Apc
Áporka
Apostag
Apróhomok
Arács 
Aradványpuszta 
Arak
Arak
Aranyegyháza
Aranyhegy
Aranyhegy 
Aranyhegy 
Aranyhegy 
Aranykalász sor
Aranyod 
Aranyosapáti
Aranyosgadány
Aranyosgadány
Aranyospuszta
Ardics 
Arka
Árkus
Arló
Arló
Arnót
Árokospuszta
Ároktő
Árpádföld 
Árpádhalom
Árpádszállás 
Árpádtelep 
Árpádtelep 
Árpádtető
Árpás
Ártánd
Ásotthalom
Ásványráró
Aszaló
Ászár
Ászár
Asszonyrész
Asszonyvár 
Aszód
Aszód
Aszód Újtelep
Aszófő
Áta
Átány
Atkár
Átó
Attala
Attilatelep 
Babarc
Babarc
Babarcszőlős
Babócsa
Bábolna
Bábonymegyer
Bábonymegyer
Bábonymegyer
Babosdöbréte
Babót
Bácsalmás
Bácsbokod
Bácsborista
Bácsborsód
Bácsszentgyörgy
Bácsszőlős
Badacsony
Badacsonyörs
Badacsonytomaj
Badacsonytördemic
Bag
Bag
Bagamér
Bagamér
Baglad
Baglyas
Baglyasalja 
Baglyasrakodó 
Bagod
Bagodvitenyéd 
Bagola 
Bagolyirtás
Bagota 
Bágyogszovát
Baj
Baja
Baja
Bajánsenye
Bajcsa 
Bájibokor
Bajna
Bajorhegy
Bajót
Bak
Bakháza
Bakóca
Bakóca
Bakonszeg
Bakony Művek-lakótp. 
Bakonya
Bakonybánk
Bakonybél
Bakonybél
Bakonycsernye
Bakonygyepes
Bakonygyirót
Bakonygyirót
Bakonyjákó
Bakonykoppány
Bakonykúti
Bakonynána
Bakonyoszlop
Bakonypéterd
Bakonypölöske
Bakonyság
Bakonysárkány
Bakonyszentiván
Bakonyszentkirály
Bakonyszentlászló
Bakonyszentlászló Újtelep
Bakonyszombathely
Bakonyszücs
Bakonytamási
Bakópuszta
Baks
Baksa
Baksaháza
Baksaszer 
Bakta 
Baktakék
Baktalórántháza
Baktalórántháza
Baktó 
Baktüttös
Balabánsziget 
Balajt
Balassagyarmat
Balassagyarmat
Balástya
Balaton
Balatonakali
Balatonakali
Balatonaliga
Balatonalmádi
Balatonberény
Balatonboglár
Balatonbozsok 
Balatoncsicsó
Balatonederics
Balatonendréd
Balatonfenyves
Balatonfőkajár
Balatonföldvár
Balatonfüred
Balatonfüred
Balatonfűzfő
Balatongyörök
Balatonhenye
Balatonkenese
Balatonkenese-Üdülőtep
Balatonkeresztúr
Balatonkeresztúr
Balatonkiliti 
Balatonlelle
Balatonmagyaród
Balatonmáriafürdő
Balatonőszöd
Balatonrendes
Balatonszabadi
Balatonszárszó
Balatonszárszó
Balatonszemes
Balatonszentgyörgy
Balatonszepezd
Balatonszéplak 
Balatonszőlős
Balatonudvari
Balatonújlak
Balatonvilágos
Balázs 
Balf
Bálics 
Balinka
Bálintbokor 
Balkány
Ballatelep 
Ballószög
Balmazújváros
Balogunyom
Balotaszállás
Balozsameggyes 
Balsa
Bálványos
Bana
Bancsitelep 
Bánd
Bánfa
Bánfa
Bánfalva 
Bánfibokor
Bánhalma 
Bánháza
Bánházatanyák
Bánhida 
Bánhorváti
Bánhorváti
Bánk
Bánk 
Bankfalu 
Bankháza 
Bánkút 
Bánokszentgyörgy
Bánomszőlő 
Bánomvára 
Bános
Bánréve
Bánszállás
Bánya
Bányatelep 
Bányatelep 
Bányatelep 
Bányatelep 
Bánya-tp. 
Bár
Barabás
Barabásszeg
Baracs
Baracska
Baracska
Báránd
Bárándpuszta
Baranyahídvég
Baranyajenő
Baranyaszentgyörgy
Bárányszeg
Barátihegy
Barátipuszta
Barátsziget
Barátúr
Barbacs
Barcs
Bárdos 
Bárdudvarnok
Bárdudvarnok
Bárhely
Baricska 
Barlahida
Bárna
Barnag
Barnag
Bársonyos
Bárszentmihályfa
Basaharc
Basal
Bashalom 
Baskó
Báta
Bátaapáti
Bátaszék
Baté
Batida
Bátmonostor
Bátonyterenye
Bátonyterenye
Bátor
Bátorliget
Bátorszőlő 
Battonya
Battonya
Bátya
Bátya Újtelep
Battyánpuszta
Batyk
Báza
Bázakerettye
Bazaltbánya
Bazita 
Bazsi
Béb
Béb Újtelep
Becefa 
Becehegy
Becsali
Becsalihegy 
Becsehely
Bécsi úti lakótp. 
Becske
Becsked
Becskeháza
Becsvölgye
Bede 
Bedegkér
Bedő
Bedő
Bedő
Bedő
Bedőbokor 
Bejcgyertyános
Békás
Békás
Békás 
Békásmegyer 
Békásmegyeri lakótp. 
Béke utca 
Bekecs
Békés
Békés
Békéscsaba
Békéscsaba
Békéssámson
Békéssámson
Békéssámson
Békéssámson
Békésszentandrás
Béketelep
Béketelep
Béketelep 
Béketelep 
Béketelep 
Bekölce
Bélapátfalva
Bélatanya
Bélatelep
Bélatelep 
Bélavár
Belecska
Beled
Beleg
Belegrád
Belegrád 
Belezna
Belfibokor
Belmajor 
Belmajor 
Bélmegyer
Beloiannisz
Beloiannisz Újtelep
Belső Új sor 
Belsőbáránd 
Belsőbőcs 
Belsőhalastó
Belsőperegitanyák
Belsőperegpuszta
Belsősárd
Belsőszer 
Belsőújtelep
Belvárdgyula
Belváros 
Belváros 
Benczúrfalva 
Benk
Benkőbokor 
Bénye
Bér
Bér
Bérbaltavár
Bercel
Beregdaróc
Beregsurány
Berek
Berekböszörmény
Berekfürdő
Berektompaháza 
Beremend
Berente
Beret
Berettyószentmárton 
Berettyóújfalu
Berhida
Berkenye
Berkesd
Berkesz
Bernáthegy 
Bernátkút
Bernátrész
Bernecebaráti
Bertalanpuszta
Bervai-lakótelep 
Berzék
Berzence
Berzsenyi Dániel utca
Besence
Besenyőd
Besenyőtelek
